Contract Year,Sample ID,Population,Type,Date collected,Subsp.,Sex,Processed?,Extracted Sample Location,Sample Plate,Backup Sample in Lysis?,Leftover of Original Sample?,Sample Location,,,,,,,,,,,,,
2024/2025,25_SturRiv_48,Sturgeon River,Fecal,6-Mar-25,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 3,Swab - Bison 2025 Sturgeon River Box,Fecal,Chest freezer - Sturgeon River Fecals box 2,,,,,,,,,,,,,
2024/2025,25_SturRiv_49,Sturgeon River,Fecal,6-Mar-25,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 3,Swab - Bison 2025 Sturgeon River Box,Fecal,Chest freezer - Sturgeon River Fecals box 2,,,,,,,,,,,,,
2024/2025,25_SturRiv_5,Sturgeon River,Fecal,5-Mar-25,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 3,Swab - Bison 2025 Sturgeon River Box,Fecal,Chest freezer - Sturgeon River Fecals box 1,,,,,,,,,,,,,
2024/2025,25_SturRiv_50,Sturgeon River,Fecal,6-Mar-25,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 3,Swab - Bison 2025 Sturgeon River Box,Fecal,Chest freezer - Sturgeon River Fecals box 2,,,,,,,,,,,,,
2024/2025,25_SturRiv_51,Sturgeon River,Fecal,6-Mar-25,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 3,Swab - Bison 2025 Sturgeon River Box,Fecal,Chest freezer - Sturgeon River Fecals box 2,,,,,,,,,,,,,
2024/2025,25_SturRiv_52,Sturgeon River,Fecal,6-Mar-25,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 3,Swab - Bison 2025 Sturgeon River Box,Fecal,Chest freezer - Sturgeon River Fecals box 2,,,,,,,,,,,,,
2024/2025,25_SturRiv_53,Sturgeon River,Fecal,6-Mar-25,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 3,Swab - Bison 2025 Sturgeon River Box,Fecal,Chest freezer - Sturgeon River Fecals box 2,,,,,,,,,,,,,
2024/2025,25_SturRiv_54,Sturgeon River,Fecal,6-Mar-25,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 3,Swab - Bison 2025 Sturgeon River Box,Fecal,Chest freezer - Sturgeon River Fecals box 2,,,,,,,,,,,,,
2024/2025,25_SturRiv_55,Sturgeon River,Fecal,6-Mar-25,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 3,Swab - Bison 2025 Sturgeon River Box,Fecal,Chest freezer - Sturgeon River Fecals box 1,,,,,,,,,,,,,
2024/2025,25_SturRiv_56,Sturgeon River,Fecal,6-Mar-25,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 3,Swab - Bison 2025 Sturgeon River Box,Fecal,Chest freezer - Sturgeon River Fecals box 1,,,,,,,,,,,,,
2024/2025,25_SturRiv_57,Sturgeon River,Fecal,6-Mar-25,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 3,Swab - Bison 2025 Sturgeon River Box,Fecal,Chest freezer - Sturgeon River Fecals box 1,,,,,,,,,,,,,
2024/2025,25_SturRiv_58,Sturgeon River,Fecal,6-Mar-25,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 3,Swab - Bison 2025 Sturgeon River Box,Fecal,Chest freezer - Sturgeon River Fecals box 1,,,,,,,,,,,,,
2024/2025,25_SturRiv_59,Sturgeon River,Fecal,6-Mar-25,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 3,Swab - Bison 2025 Sturgeon River Box,Fecal,Chest freezer - Sturgeon River Fecals box 1,,,,,,,,,,,,,
2024/2025,25_SturRiv_6,Sturgeon River,Fecal,5-Mar-25,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 3,Swab - Bison 2025 Sturgeon River Box,Fecal,Chest freezer - Sturgeon River Fecals box 1,,,,,,,,,,,,,
2024/2025,25_SturRiv_60,Sturgeon River,Fecal,6-Mar-25,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 3,Swab - Bison 2025 Sturgeon River Box,Fecal,Chest freezer - Sturgeon River Fecals box 1,,,,,,,,,,,,,
2024/2025,25_SturRiv_61,Sturgeon River,Fecal,6-Mar-25,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 3,Swab - Bison 2025 Sturgeon River Box,Fecal,Chest freezer - Sturgeon River Fecals box 1,,,,,,,,,,,,,
2024/2025,25_SturRiv_62,Sturgeon River,Fecal,6-Mar-25,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 3,Swab - Bison 2025 Sturgeon River Box,Fecal,Chest freezer - Sturgeon River Fecals box 1,,,,,,,,,,,,,
2024/2025,25_SturRiv_63,Sturgeon River,Fecal,6-Mar-25,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 3,Swab - Bison 2025 Sturgeon River Box,Fecal,Chest freezer - Sturgeon River Fecals box 1,,,,,,,,,,,,,
2024/2025,25_SturRiv_64,Sturgeon River,Fecal,6-Mar-25,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 3,Swab - Bison 2025 Sturgeon River Box,Fecal,Chest freezer - Sturgeon River Fecals box 1,,,,,,,,,,,,,
2024/2025,25_SturRiv_65,Sturgeon River,Fecal,6-Mar-25,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 3,Swab - Bison 2025 Sturgeon River Box,Fecal,Chest freezer - Sturgeon River Fecals box 1,,,,,,,,,,,,,
2024/2025,25_SturRiv_66,Sturgeon River,Fecal,6-Mar-25,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 3,Swab - Bison 2025 Sturgeon River Box,Fecal,Chest freezer - Sturgeon River Fecals box 1,,,,,,,,,,,,,
2024/2025,25_SturRiv_67,Sturgeon River,Tissue,14-Mar-17,,,N,NA,NA,Sample in lysis - Bison 2025 Sturgeon River Box,Bone,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_68,Sturgeon River,Tissue,16-Jan-14,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 4,N,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_69,Sturgeon River,Tissue,11-Mar-14,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 4,N,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_7,Sturgeon River,Fecal,5-Mar-25,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 3,Swab - Bison 2025 Sturgeon River Box,Fecal,Chest freezer - Sturgeon River Fecals box 1,,,,,,,,,,,,,
2024/2025,25_SturRiv_70,Sturgeon River,Tissue,9-Jan-14,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 4,N,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_71,Sturgeon River,Hair,14-Mar-17,,,N,NA,NA,Sample in lysis - Bison 2025 Sturgeon River Box,Hair,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_72,Sturgeon River,Tissue,14-Mar-17,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 4,N,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_73,Sturgeon River,Tissue,24-May-13,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 4,N,Bone,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_74,Sturgeon River,Tissue,31-Jan-14,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 4,N,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_75,Sturgeon River,Tissue,16-Jan-14,,,N,NA,NA,Sample in lysis - Bison 2025 Sturgeon River Box,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_76,Sturgeon River,Tissue,12-Feb-14,,,N,NA,NA,Sample in lysis - Bison 2025 Sturgeon River Box,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_77,Sturgeon River,Tissue,14-Mar-14,,,N,NA,NA,Sample in lysis - Bison 2025 Sturgeon River Box,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_78,Sturgeon River,Tissue,2-Mar-14,,,N,NA,NA,Sample in lysis - Bison 2025 Sturgeon River Box,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_79,Sturgeon River,Tissue,2-Mar-14,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 4,N,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_8,Sturgeon River,Fecal,5-Mar-25,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 3,Swab - Bison 2025 Sturgeon River Box,Fecal,Chest freezer - Sturgeon River Fecals box 1,,,,,,,,,,,,,
2024/2025,25_SturRiv_80,Sturgeon River,Tissue,16-Jan-14,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 4,N,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_81,Sturgeon River,Tissue,12-Feb-14,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 4,N,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_82,Sturgeon River,Tissue,14-Mar-14,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 4,N,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_83,Sturgeon River,Tissue,2-Mar-14,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 4,N,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_84,Sturgeon River,Tissue,18-Feb-14,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 4,N,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_85,Sturgeon River,Tissue,25-Feb-14,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 4,N,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_86,Sturgeon River,Tissue,9-Jan-14,,,N,NA,NA,Sample in lysis - Bison 2025 Sturgeon River Box,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_87,Sturgeon River,Tissue,11-Mar-14,,,N,NA,NA,Sample in lysis - Bison 2025 Sturgeon River Box,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_88,Sturgeon River,Tissue,31-Jan-14,,,N,NA,NA,Sample in lysis - Bison 2025 Sturgeon River Box,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_89,Sturgeon River,Tissue,16-Jan-14,,,N,NA,NA,Sample in lysis - Bison 2025 Sturgeon River Box,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_9,Sturgeon River,Fecal,5-Mar-25,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 3,Swab - Bison 2025 Sturgeon River Box,Fecal,Chest freezer - Sturgeon River Fecals box 1,,,,,,,,,,,,,
2024/2025,25_SturRiv_90,Sturgeon River,Tissue,2-Mar-14,,,N,NA,NA,Sample in lysis - Bison 2025 Sturgeon River Box,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_91,Sturgeon River,Tissue,2013-2016,,,N,NA,NA,Sample in lysis - Bison 2025 Sturgeon River Box,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_92,Sturgeon River,Tissue,2-Mar-14,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 4,N,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_93,Sturgeon River,Tissue,23-Jan-14,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 4,N,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_94,Sturgeon River,Tissue,18-Feb-14,,,N,NA,NA,Sample in lysis - Bison 2025 Sturgeon River Box,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_95,Sturgeon River,Tissue,25-Feb-14,,,N,NA,NA,Sample in lysis - Bison 2025 Sturgeon River Box,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_96,Sturgeon River,Tissue,28-Aug-16,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 4,N,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_97,Sturgeon River,Tissue,9-Sep-16,,,N,NA,NA,Sample in lysis - Bison 2025 Sturgeon River Box,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_98,Sturgeon River,Tissue,9-Sep-16,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 4,N,Hair,Chest Freezer,,,,,,,,,,,,,
2024/2025,25_SturRiv_99,Sturgeon River,Tissue,11-Aug-16,,,Y,2024/2025 Contract Box 3,2024/2025 Contract Plate 4,N,Tissue,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP001,Banff National Park,Fecal,18-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP002,Banff National Park,Fecal,18-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP003,Banff National Park,Fecal,18-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP004,Banff National Park,Fecal,18-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP005,Banff National Park,Fecal,18-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP006,Banff National Park,Fecal,18-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP007,Banff National Park,Fecal,18-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP008,Banff National Park,Fecal,18-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP009,Banff National Park,Fecal,18-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP010,Banff National Park,Fecal,18-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP011,Banff National Park,Fecal,18-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP012,Banff National Park,Fecal,18-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP013,Banff National Park,Fecal,18-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP014,Banff National Park,Fecal,18-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP015,Banff National Park,Fecal,18-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP016,Banff National Park,Fecal,18-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP017,Banff National Park,Fecal,18-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP018,Banff National Park,Fecal,18-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP019,Banff National Park,Fecal,18-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP020,Banff National Park,Fecal,20-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP021,Banff National Park,Fecal,20-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP022,Banff National Park,Fecal,20-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP023,Banff National Park,Fecal,20-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP024,Banff National Park,Fecal,20-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP025,Banff National Park,Fecal,20-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP026,Banff National Park,Fecal,18-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP027,Banff National Park,Fecal,20-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP028,Banff National Park,Fecal,20-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP029,Banff National Park,Fecal,18-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP030,Banff National Park,Fecal,20-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP031,Banff National Park,Fecal,18-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP032,Banff National Park,Fecal,18-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP033,Banff National Park,Fecal,18-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP034,Banff National Park,Fecal,20-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP035,Banff National Park,Fecal,20-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP036,Banff National Park,Fecal,20-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP037,Banff National Park,Fecal,20-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,25BNP038,Banff National Park,Fecal,20-Feb-25,,,Y,2024/2025 Contract Box 4,2024/2025 Contract Plate 4,Swab - Sample Duplicates Box 2,Fecal,Chest Freezer,,,,,,,,,,,,,
2024/2025,3_Piikani,Piikani,fecal,11-Jun-24,,,Y,2024/2025 Contract Box 2,2024/2025 Contract Plate 2,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer - 2024/2025 Sample bin 1,,,,,,,,,,,,,
2024/2025,4_Piikani,Piikani,fecal,ND,,,Y,2024/2025 Contract Box 2,2024/2025 Contract Plate 2,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer - 2024/2025 Sample bin 1,,,,,,,,,,,,,
2024/2025,4A,PANP,Teeth,4-Jun-12,,,Y,2024/2025 Contract Box 2,NA - Stock tube only,N,,,,,,,,,,,,,,,
2024/2025,4B,PANP,Teeth,,,,Y,2024/2025 Contract Box 2,NA - Stock tube only,N,,,,,,,,,,,,,,,
2024/2025,5_Piikani,Piikani,fecal,ND,,,Y,2024/2025 Contract Box 2,2024/2025 Contract Plate 2,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer - 2024/2025 Sample bin 1,,,,,,,,,,,,,
2024/2025,6_Piikani,Piikani,fecal,11-Jun-24,,,Y,2024/2025 Contract Box 2,2024/2025 Contract Plate 2,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer - 2024/2025 Sample bin 1,,,,,,,,,,,,,
2024/2025,7_Piikani,Piikani,fecal,11-Jun-24,,,Y,2024/2025 Contract Box 2,2024/2025 Contract Plate 2,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer - 2024/2025 Sample bin 1,,,,,,,,,,,,,
2024/2025,7A,PANP,Teeth,6-Jun-12,,,Y,2024/2025 Contract Box 2,NA - Stock tube only,N,,,,,,,,,,,,,,,
2024/2025,7B,PANP,Teeth,,,,Y,2024/2025 Contract Box 2,NA - Stock tube only,N,,,,,,,,,,,,,,,
2024/2025,8_Piikani,Piikani,hair,ND,,,Y,2024/2025 Contract Box 2,2024/2025 Contract Plate 2,Swab - Bison 2024 Sample Duplicates in Lysis Box,Fecal,Chest Freezer - 2024/2025 Sample bin 1,,,,,,,,,,,,,
2024/2025,Biso24-007,Wabasca,fecal,20-Mar-24,,,Y,2024/2025 Contract Box 1,2024/2025 Contract Plate 1,Swab - Sample Duplicates Box 2,N,Sent to Toronto Zoo,,,,,,,,,,,,,
2024/2025,Biso24-009,Wabasca,fecal,20-Mar-24,,,Y,2024/2025 Contract Box 1,2024/2025 Contract Plate 1,Swab - Sample Duplicates Box 2,N,Sent to Toronto Zoo,,,,,,,,,,,,,
2024/2025,BSN-120,WBNP,ear,20-Oct-23,,,Y,2024/2025 Contract Box 2,2024/2025 Contract Plate 2,Sample in lysis - Bison 2024 Sample Duplicates in Lysis Box,Full ear,Chest Freezer,,,,,,,,,,,,,
2024/2025,BSN-121,WBNP,ear,9-Sep-24,,,Y,2024/2025 Contract Box 2,2024/2025 Contract Plate 2,Sample in lysis - Bison 2024 Sample Duplicates in Lysis Box,Full ear,Chest Freezer,,,,,,,,,,,,,
2024/2025,BSN-123,WBNP,ear,9-Dec-24,,,Y,2024/2025 Contract Box 2,2024/2025 Contract Plate 2,Sample in lysis - Bison 2024 Sample Duplicates in Lysis Box,Full ear,Chest Freezer,,,,,,,,,,,,,
2024/2025,BSN-125,WBNP,ear and tail,17-Sep-24,,,Y,2024/2025 Contract Box 2,2024/2025 Contract Plate 2,Sample in lysis - Bison 2024 Sample Duplicates in Lysis Box,Full ear and tail piece,Chest Freezer,,,,,,,,,,,,,
2024/2025,BSN-127,WBNP,ear and tail,17-Sep-24,,,Y,2024/2025 Contract Box 2,2024/2025 Contract Plate 2,Sample in lysis - Bison 2024 Sample Duplicates in Lysis Box,Full ear and tail piece,Chest Freezer,,,,,,,,,,,,,
2024/2025,BSN-129,WBNP,ear and tail,27-Sep-24,,,Y,2024/2025 Contract Box 2,2024/2025 Contract Plate 2,Sample in lysis - Bison 2024 Sample Duplicates in Lysis Box,Full ear and tail piece,Chest Freezer,,,,,,,,,,,,,
2024/2025,BSN-130,WBNP,ear,12-Oct-23,,,Y,2024/2025 Contract Box 2,2024/2025 Contract Plate 2,Sample in lysis - Bison 2024 Sample Duplicates in Lysis Box,Full ear,Chest Freezer,,,,,,,,,,,,,
2024/2025,BSN-131,WBNP,ear,12-Jul-23,,,Y,2024/2025 Contract Box 2,2024/2025 Contract Plate 2,Sample in lysis - Bison 2024 Sample Duplicates in Lysis Box,Full ear,Chest Freezer,,,,,,,,,,,,,
2024/2025,BSN-132,WBNP,ear,1-Oct-23,,,Y,2024/2025 Contract Box 2,2024/2025 Contract Plate 2,Sample in lysis - Bison 2024 Sample Duplicates in Lysis Box,Full ear,Chest Freezer,,,,,,,,,,,,,
2024/2025,BSN-133,WBNP,ear,4-Oct-24,,,Y,2024/2025 Contract Box 2,2024/2025 Contract Plate 2,Sample in lysis - Bison 2024 Sample Duplicates in Lysis Box,Full ear,Chest Freezer,,,,,,,,,,,,,
2024/2025,BSN-33,WBNP,ear,27-Sep-10,,,Y,2024/2025 Contract Box 2,2024/2025 Contract Plate 2,Sample in lysis - Bison 2024 Sample Duplicates in Lysis Box,Full ear,Chest Freezer,,,,,,,,,,,,,
2024/2025,BSN-34,WBNP,ear,3-Sep-09,,,Y,2024/2025 Contract Box 2,2024/2025 Contract Plate 2,Sample in lysis - Bison 2024 Sample Duplicates in Lysis Box,Full ear,Chest Freezer,,,,,,,,,,,,,
2024/2025,BSN-35,WBNP,ear,8-Nov-07,,,Y,2024/2025 Contract Box 2,2024/2025 Contract Plate 2,Sample in lysis - Bison 2024 Sample Duplicates in Lysis Box,Full ear,Chest Freezer,,,,,,,,,,,,,
2024/2025,BSN-36,WBNP,ear,1-Nov-09,,,Y,2024/2025 Contract Box 2,2024/2025 Contract Plate 2,Sample in lysis - Bison 2024 Sample Duplicates in Lysis Box,Full ear,Chest Freezer,,,,,,,,,,,,,
2024/2025,BSN-37,WBNP,ear,28-Oct-08,,,Y,2024/2025 Contract Box 2,2024/2025 Contract Plate 2,Sample in lysis - Bison 2024 Sample Duplicates in Lysis Box,Full ear,Chest Freezer,,,,,,,,,,,,,
2024/2025,BSN-38,WBNP,ear,28-Oct-08,,,Y,2024/2025 Contract Box 2,2024/2025 Contract Plate 2,Sample in lysis - Bison 2024 Sample Duplicates in Lysis Box,Full ear,Chest Freezer,,,,,,,,,,,,,
2024/2025,BSN-42,WBNP,ear,23-Nov-17,,,Y,2024/2025 Contract Box 2,2024/2025 Contract Plate 2,Sample in lysis - Bison 2024 Sample Duplicates in Lysis Box,Full ear,Chest Freezer,,,,,,,,,,,,,
