Kit #,Sample name,Description,Contact,Date received at LeRDC/Sherbrooke,Condition on Arrival,Sample temperature,Bison Sex,Age,Bison Herd,Area,Bison subspecies,Date of Collection,Location (GPS?),Notes,date of gDNA extraction,DNA/Sample sent to Trent,Metagenomic,5 mL tube,2 mL tube,Ziploc,Comments,,1
1506,YUK-1506-fe,Fecal,Thomas Jung/Ryan Drummond/Hannah Miller/Jane Harms,9/10/2024,Frozen,,Unknown,Unknown,Aishihik,YT Government,Wood,7/27/2024,,2024-Jul-AH-19,10/1/2024,,,,,,Subsampled (2024-09-27),,
1507,YUK-1507-fe,Fecal,Thomas Jung/Ryan Drummond/Hannah Miller/Jane Harms,9/10/2024,Frozen,,Unknown,Unknown,Aishihik,YT Government,Wood,7/27/2024,,2024-Jul-AH-20,10/1/2024,,,,,,Subsampled (2024-09-27),,
1508,YUK-1508-fe,Fecal,Thomas Jung/Ryan Drummond/Hannah Miller/Jane Harms,9/10/2024,Frozen,,Unknown,Unknown,Aishihik,YT Government,Wood,7/27/2024,,2024-Jul-AH-21,10/1/2024,,,,,,Subsampled (2024-09-27),,
1509,YUK-1509-fe,Fecal,Thomas Jung/Ryan Drummond/Hannah Miller/Jane Harms,9/10/2024,Frozen,,Unknown,Unknown,Aishihik,YT Government,Wood,7/27/2024,,2024-Jul-AH-22,10/1/2024,,,,,,Subsampled (2024-09-27),,
1510,YUK-1510-fe,Fecal,Thomas Jung/Ryan Drummond/Hannah Miller/Jane Harms,9/10/2024,Frozen,,Unknown,Unknown,Aishihik,YT Government,Wood,7/27/2024,,2024-Jul-AH-23,10/1/2024,,,,,,Subsampled (2024-09-27),,
1511,YUK-1511-fe,Fecal,Thomas Jung/Ryan Drummond/Hannah Miller/Jane Harms,9/10/2024,Frozen,,Unknown,Unknown,Aishihik,YT Government,Wood,7/27/2024,,2024-Jul-AH-24,10/2/2024,,,,,,Subsampled (2024-09-27),,
15,YUK-15-fe,Fecal,Shannon Stotyn/Thomas Jung/Jane Harms,11/29/2023,Frozen,,,,Aishihik,Yukon-Government,Wood,2/23/2022,,,3/26/2024,,,,,,,,
17,YUK-17-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,9/1/2022,,,3/26/2024,,,,,,,,
18,YUK-18-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,10/9/2022,,,3/26/2024,,,,,,,,
19,YUK-19-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,10/9/2022,,,3/27/2024,,,,,,,,
20,YUK-20-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,10/9/2022,,,3/27/2024,,,,,,,,
21,YUK-21-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,9/1/2022,,,3/27/2024,,,,,,,,
221,YUK-221-Fe,Fecal,Shannon Stotyn/Thomas Jung/Jane Harms,4/28/2022,Thawed,NA,Female,2-4 years,Aishihik,Yukon-Hunter,Wood,2/3/2022,N61'5'6.025 W 137'52'47.161,,10/3/2022,11/16/2022,,x,x,,,,
221,YUK-221-Ru,Rumen,Shannon Stotyn/Thomas Jung/Jane Harms,4/28/2022,Thawed,NA,Female,2-4 years,Aishihik,Yukon-Hunter,Wood,2/3/2022,N61'5'6.025 W 137'52'47.161,,10/25/2022,11/16/2022,,x,x,,,,
224,YUK-224-fe,Fecal,Shannon Stotyn/Thomas Jung/Jane Harms,11/29/2023,Frozen,,,,Aishihik,Yukon-Hunter,Wood,3/1/2022,,,3/26/2024,,,,,,,,
22,YUK-22-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,10/9/2022,,,3/27/2024,,,,,,,,
233,YUK-233-fe,Fecal,Shannon Stotyn/Thomas Jung/Jane Harms,11/29/2023,Frozen,,,,Aishihik,Yukon-Hunter,Wood,2/19/2022,,,3/26/2024,,,,,,,,
239,YUK-239-Fe,Fecal,Shannon Stotyn/Thomas Jung/Jane Harms,4/28/2022,Thawed,NA,NA,NA,Aishihik,Yukon-Hunter,Wood,NA,NA,HRH 51522,10/3/2022,11/16/2022,,x,x,,,,
239,YUK-239-Ru,Rumen,Shannon Stotyn/Thomas Jung/Jane Harms,4/28/2022,Thawed,NA,NA,NA,Aishihik,Yukon-Hunter,Wood,NA,NA,HRH 51522,10/25/2022,11/16/2022,,x,x,,,,
23,YUK-23-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,Sep-22,,,3/27/2024,,,,,,,,
249,YUK-249-Fe,Fecal,Shannon Stotyn/Thomas Jung/Jane Harms,4/28/2022,Thawed,Frozen,Male,Adult,Aishihik,Yukon-Hunter,Wood,3/4/2022,"61.4747644N, 136.812452W",,10/3/2022,11/16/2022,,x,x,,,,
249,YUK-249-Ru,Rumen,Shannon Stotyn/Thomas Jung/Jane Harms,4/28/2022,Thawed,Frozen,Male,Adult,Aishihik,Yukon-Hunter,Wood,3/4/2022,"61.4747644N, 136.812452W",,10/25/2022,11/16/2022,,x,x,,,,
251,YUK-251-Fe,Fecal,Shannon Stotyn/Thomas Jung/Jane Harms,4/28/2022,Thawed,Warm,Male,8 big teeth,Aishihik,Yukon-Hunter,Wood,3/8/2022,Zone 5-44,,10/27/2022,11/16/2022,,x,x,,,,
251,YUK-251-Ru,Rumen,Shannon Stotyn/Thomas Jung/Jane Harms,4/28/2022,Thawed,Warm,Male,8 big teeth,Aishihik,Yukon-Hunter,Wood,3/8/2022,Zone 5-44,,10/25/2022,11/16/2022,,x,x,,,,
254,YUK-254-fe,Fecal,Shannon Stotyn/Thomas Jung/Jane Harms,11/29/2023,Frozen,,,,Aishihik,Yukon-Hunter,Wood,2/18/2022,,YG ID 51552,3/26/2024,,,,,,,,
259,YUK-259-Fe,Fecal,Shannon Stotyn/Thomas Jung/Jane Harms,4/28/2022,Thawed,Warm,Female,Adult,Aishihik,Yukon-Hunter,Wood,2/23/2022,NA,,10/4/2022,11/16/2022,,x,x,,,,
259,YUK-259-Ru,Rumen,Shannon Stotyn/Thomas Jung/Jane Harms,4/28/2022,Thawed,Warm,Female,Adult,Aishihik,Yukon-Hunter,Wood,2/23/2022,NA,,10/25/2022,11/16/2022,,x,x,,,,
25,YUK-25-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,10/9/2022,,,3/27/2024,,,,,,,,
262,YUK-262-Fe,Fecal,Shannon Stotyn/Thomas Jung/Jane Harms,4/28/2022,Thawed,Warm,Female,4 years,Aishihik,Yukon-Hunter,Wood,1/29/2022,"North of Taye lake, towards Hutshii",,10/3/2022,11/16/2022,,x,x,,,,
262,YUK-262-Ru,Rumen,Shannon Stotyn/Thomas Jung/Jane Harms,4/28/2022,Thawed,Warm,Female,4 years,Aishihik,Yukon-Hunter,Wood,1/29/2022,"North of Taye lake, towards Hutshii",,10/25/2022,11/16/2022,,x,x,,,,
267,YUK-267-fe,Fecal,Shannon Stotyn/Thomas Jung/Jane Harms,11/29/2023,Frozen,,,,Aishihik,Yukon-Hunter,Wood,2022,,,3/26/2024,,,,,,,,
27,YUK-27-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,10/9/2022,,,3/27/2024,,,,,,,,
289,YUK-289-Fe,NA (Fecal),Shannon Stotyn/Thomas Jung/Jane Harms,NA,NA,NA,NA,NA,Aishihik,Yukon-Hunter,Wood,NA,NA,,10/25/2022,11/16/2022,,x,x,,,,
29,YUK-29-fe,Fecal,Thomas Jung/Chris Lewis/Caeley Thacker,11/29/2023,Frozen,,,,Norquist,BC/YT Government,Wood,Sep-22,,,3/27/2024,,,,,,,,
302,YUK-302-Fe,Fecal,Shannon Stotyn/Thomas Jung/Jane Harms,4/28/2022,Thawed,Warm,Female,2-4 years,Ashihik,Yukon-Hunter,Wood,3/5/2022,North End of Ashihik,,10/4/2022,11/16/2022,,x,x,,,,
302,YUK-302-Ru,Rumen,Shannon Stotyn/Thomas Jung/Jane Harms,4/28/2022,Thawed,Warm,Female,2-4 years,Ashihik,Yukon-Hunter,Wood,3/5/2022,North End of Ashihik,,10/25/2022,11/16/2022,,x,x,,,,
30,YUK-30-fe,Fecal,Shannon Stotyn/Thomas Jung/Jane Harms,11/29/2023,Frozen,,,,Aishihik,Yukon-Government,Wood,2/15/2022,,,3/27/2024,,,,,,,,
311,YUK-311-Fe,Fecal,Shannon Stotyn/Thomas Jung/Jane Harms,4/28/2022,Thawed,Warm,Male,Adult,Aishihik,Yukon-Hunter,Wood,3/6/2022,Zone 5-44,,10/4/2022,11/16/2022,,x,x,,,,
311,YUK-311-Ru,Rumen,Shannon Stotyn/Thomas Jung/Jane Harms,4/28/2022,Thawed,Warm,Male,Adult,Aishihik,Yukon-Hunter,Wood,3/6/2022,Zone 5-44,,10/25/2022,11/16/2022,,x,x,,,,
313,YUK-313-Ru,Rumen,Shannon Stotyn/Thomas Jung/Jane Harms,4/28/2022,Thawed,Cold,Female,Adult,Aishihik,Yukon-Hunter,Wood,3/1/2022,NA,,10/25/2022,11/16/2022,,x,x,,,,
331,YUK-331-Fe,Fecal,Shannon Stotyn/Thomas Jung/Jane Harms,4/28/2022,Thawed,Warm,Male,4 years,Aishihik,Yukon-Hunter,Wood,2/21/2022,61.26.09N 136.38.284W,HRBS 57553,10/3/2022,11/16/2022,,x,x,,,,
331,YUK-331-Ru,Rumen,Shannon Stotyn/Thomas Jung/Jane Harms,4/28/2022,Thawed,Warm,Male,4 years,Aishihik,Yukon-Hunter,Wood,2/21/2022,61.26.09N 136.38.284W,HRBS 57553,10/25/2022,11/16/2022,,x,x,,,,
336,YUK-336-Fe,Fecal,Shannon Stotyn/Thomas Jung/Jane Harms,4/28/2022,Thawed,Cold,Female,2-4 years,Aishihik,Yukon-Hunter,Wood,2/12/2022,Macintosh,,10/3/2022,11/16/2022,,x,x,,,,
336,YUK-336-Ru,Rumen,Shannon Stotyn/Thomas Jung/Jane Harms,4/28/2022,Thawed,Cold,Female,2-4 years,Aishihik,Yukon-Hunter,Wood,2/12/2022,Macintosh,,10/25/2022,11/16/2022,,x,x,,,,
345,YUK-345-Fe,Fecal,Shannon Stotyn/Thomas Jung/Jane Harms,4/28/2022,Thawed,Warm,Female,18 months,Aishihik,Yukon-Hunter,Wood,2/5/2022,25km N on Dawson Trail from Train head at Taraini River,,10/4/2022,11/16/2022,,x,x,,,,
559,YUK-559-fe,Fecal,Shannon Stotyn/Thomas Jung/Jane Harms,11/29/2023,Frozen,,,,Aishihik,Yukon-Hunter,Wood,Mar-23,3/26/2024,,3/26/2024,,,,,,,,
578,YUK-578-fe,Fecal,Shannon Stotyn/Thomas Jung/Jane Harms,11/29/2023,Frozen,,,,Aishihik,Yukon-Hunter,Wood,Feb-21,3/26/2024,,3/26/2024,,,,,,,,
958,NWT-958-Fe,Fecal,Terry Armstrong,11/21/2024,Frozen,Warm,,,Mackenzie,,,7/30/2024,"62.00118, -116.33558","Gouvernement and Natural Ressources, GNWT",12/5/2024,,,,,,Subsampled (2024-11-28),,
959,NWT-959-Fe,Fecal,Terry Armstrong,11/21/2024,Frozen,Warm,,,Mackenzie,,,7/30/2024,"62.001166, -116.33564","Gouvernement and Natural Ressources, GNWT",12/5/2024,,,,,,Subsampled (2024-11-28),,
960,NWT-960-Fe,Fecal,Terry Armstrong,11/21/2024,Frozen,Warm,,,Mackenzie,,,7/30/2024,"62.022872, -116.312989","Gouvernement and Natural Ressources, GNWT",12/5/2024,,,,,,Subsampled (2024-11-27),,
931,NWT-931-Fe,Fecal,Terry Armstrong,11/21/2024,Frozen,Cold,,,Mackenzie,,,8/3/2024,"61.651155, -117.121097","Gouvernement and Natural Ressources, GNWT",12/3/2024,,,,,,Subsampled (2024-11-28),,
932,NWT-932-Fe,Fecal,Terry Armstrong,11/21/2024,Frozen,Cold,,,Mackenzie,,,8/3/2024,"61.603270, -117.141723","Gouvernement and Natural Ressources, GNWT",12/3/2024,,,,,,Subsampled (2024-11-28),,
933,NWT-933-Fe,Fecal,Terry Armstrong,11/21/2024,Frozen,,,,,,,,,"Gouvernement and Natural Ressources, GNWT",12/3/2024,,,,,,"Subsampled (2024-11-27) // Not on the ""NWT Bison Fecal Samples"" sheet we received // was received however, ",,
934,NWT-934-Fe,Fecal,Terry Armstrong,11/21/2024,Frozen,Cold,,,Mackenzie,,,8/2/2024,"62.71730, -116.85094","Gouvernement and Natural Ressources, GNWT",12/3/2024,,,,,,Subsampled (2024-11-28),,
935,NWT-935-Fe,Fecal,Terry Armstrong,11/21/2024,Frozen,Cold,,,Mackenzie,"Gouvernement and Natural Ressources, GNWT",,8/2/2024,"62.7173, -116.85094","Gouvernement and Natural Ressources, GNWT",12/3/2024,,,,,,Subsampled (2024-11-28),,
936,NWT-936-Fe,Fecal,Terry Armstrong,11/21/2024,Frozen,Cold,,,Mackenzie,,,8/2/2024,"62.7173, -116.85094","Gouvernement and Natural Ressources, GNWT",12/3/2024,,,,,,Subsampled (2024-11-28),,
937,NWT-937-Fe,Fecal,Terry Armstrong,11/21/2024,Frozen,Cold,,,Mackenzie,,,8/2/2024,"62.7173, -116.85094","Gouvernement and Natural Ressources, GNWT",12/3/2024,,,,,,Subsampled (2024-11-28),,
938,NWT-938-Fe,Fecal,Terry Armstrong,11/21/2024,Frozen,Cold,,,Mackenzie,,,8/2/2024,"62.7173, -116.85094","Gouvernement and Natural Ressources, GNWT",12/3/2024,,,,,,Subsampled (2024-11-28),,
939,NWT-939-Fe,Fecal,Terry Armstrong,11/21/2024,Frozen,Cold,,,Mackenzie,,,8/2/2024,"62.7173, -116.85094","Gouvernement and Natural Ressources, GNWT",12/3/2024,,,,,,Subsampled (2024-11-27),,
940,NWT-940-Fe,Fecal,Terry Armstrong,11/21/2024,Frozen,Cold,,,Mackenzie,,,8/2/2024,"62.7173, -116.85094","Gouvernement and Natural Ressources, GNWT",12/3/2024,,,,,,Subsampled (2024-11-28),,
941,NWT-941-Fe,Fecal,Terry Armstrong,11/21/2024,Frozen,Cold,,,Mackenzie,,,8/2/2024,"62.7173, -116.85094","Gouvernement and Natural Ressources, GNWT",12/5/2024,,,,,,Subsampled (2024-11-28),,
942,NWT-942-Fe,Fecal,Terry Armstrong,11/21/2024,Frozen,Cold,,,Mackenzie,,,8/2/2024,"62.7173, -116.85094","Gouvernement and Natural Ressources, GNWT",12/5/2024,,,,,,Subsampled (2024-11-28),,
943,NWT-943-Fe,Fecal,Terry Armstrong,11/21/2024,Frozen,Cold,,,Mackenzie,,,8/2/2024,"62.7173, -116.85094","Gouvernement and Natural Ressources, GNWT",12/5/2024,,,,,,Subsampled (2024-11-28),,
944,NWT-944-Fe,Fecal,Terry Armstrong,11/21/2024,Frozen,Cold,,,Mackenzie,,,8/2/2024,"62.7173, -116.85094","Gouvernement and Natural Ressources, GNWT",12/5/2024,,,,,,Subsampled (2024-11-27),,
945,NWT-945-Fe,Fecal,Terry Armstrong,11/21/2024,Frozen,Cold,,,Mackenzie,,,8/2/2024,"62.710296, -116.855293","Gouvernement and Natural Ressources, GNWT",12/5/2024,,,,,,Subsampled (2024-11-28),,
946,NWT-946-Fe,Fecal,Terry Armstrong,11/21/2024,Frozen,Cold,,,Mackenzie,,,8/2/2024,"62.48505, -116.63671","Gouvernement and Natural Ressources, GNWT",12/5/2024,,,,,,Subsampled (2024-11-28),,
494,WNP-494-Fe,,Rob Found,11/21/2024,Frozen,Warm,Unknown,,Waterton,,,9/5/2024,Summer paddock s. pond,,12/5/2024,,,,,,Subsampled (2024-11-27),,
495,WNP-495-Fe,,Rob Found,11/21/2024,Frozen,Warm,Unknown,,Waterton,,,9/6/2024,Summer paddock s. pond,,12/5/2024,,,,,,Subsampled (2024-11-28),,
496,WNP-496-Fe,,Rob Found,11/21/2024,Frozen,Warm,Unknown,,Waterton,,,9/7/2024,Summer paddock s. pond,,12/5/2024,,,,,,Subsampled (2024-11-27),,
497,WNP-497-Fe,,Rob Found,11/21/2024,Frozen,Warm,Unknown,,Waterton,,,9/8/2024,Summer paddock s. pond,,12/6/2024,,,,,,Subsampled (2024-11-27),,
500,WNP-500-Fe,,Rob Found,11/21/2024,Frozen,Warm,Unknown,,Waterton,,,9/5/2024,Summer paddock s. pond,,12/6/2024,,,,,,Subsampled (2024-11-27),,
504,EINP-504-fe,,Jonathan Demoor,11/21/2024,Frozen,Cold,Unknown,,Elk Island National Park Wood Bison,Elk Island National Park,Wood,10/9/2022,"53.57098, -112.826048",,12/6/2024,,,,,,Subsampled (2024-11-27),,
505,EINP-505-fe,,Jonathan Demoor,11/21/2024,Frozen,Cold,Unknown,,Elk Island National Park Wood Bison,Elk Island National Park,Wood,10/9/2022,"53.55849, -112.851947",,12/6/2024,,,,,,Subsampled (2024-11-27),,
506,EINP-506-fe,,Jonathan Demoor,11/21/2024,Frozen,Cold,Unknown,,Elk Island National Park Plains Bison,Elk Island National Park,Plain,10/7/2022,"53.61206, -112.8859",,12/6/2024,,,,,,Subsampled (2024-11-27),,
507,EINP-507-fe,,Jonathan Demoor,11/21/2024,Frozen,Warm,Unknown,,Elk Island National Park Wood Bison,Elk Island National Park,Wood,10/9/2022,"53.56825, -112.92831",,12/6/2024,,,,,,Subsampled (2024-11-27),,
508,EINP-508-fe,,Jonathan Demoor,11/21/2024,Frozen,Cold,Unknown,,Elk Island National Park Wood Bison,Elk Island National Park,Wood,10/21/2022,"53.56952, -112.85274",,12/6/2024,,,,,,Subsampled (2024-11-27),,
513,EINP-513-fe,,Jonathan Demoor,11/21/2024,Frozen,Cold,Unknown,,Elk Island National Park Wood Bison,Elk Island National Park,Wood,10/21/2022,"53.56555, -112.90581",,12/6/2024,,,,,,Subsampled (2024-11-28),,
514,EINP-514-fe,,Jonathan Demoor,11/21/2024,Frozen,Cold,Unknown,,Elk Island National Park Plains Bison,Elk Island National Park,Plain,10/25/2022,"53.58549, -112.88162",,12/6/2024,,,,,,Subsampled (2024-11-28),,
519,EINP-519-fe,,Jonathan Demoor,11/21/2024,Frozen,Cold,Male,Adult,Elk Island National Park Plains Bison,Elk Island National Park,Plain,10/9/2022,"53.64502, -112.90733",Shirley Lake Meadow,12/6/2024,,,,,,Subsampled (2024-11-27),,
520,EINP-520-fe,,Jonathan Demoor,11/21/2024,Frozen,Warm,"Female, saw her defecate",Adult,Elk Island National Park Plains Bison,Elk Island National Park,Plain,10/7/2022,"53.58008, -112.82818",South Hay Meadow,12/6/2024,,,,,,Subsampled (2024-11-27),,
2366,EINP-2366-fe,,Jonathan Demoor,11/21/2024,Frozen,Cold,,2-4 years,West Mud Lake,Elk Island National Park,,2/15/2022,"53.59441, -112.85049",,11/29/2024,,,,,,Subsampled (2024-11-27),,
2367,EINP-2367-fe,,Jonathan Demoor,11/21/2024,Frozen,Warm,,Adult,West Mud Lake,Elk Island National Park,,2/15/2022,"53.59436, -112.85058",,,,,,,,,,
2368,EINP-2368-fe,,Jonathan Demoor,11/21/2024,Frozen,Cold,,Unknown,West Mud Lake,Elk Island National Park,,2/15/2022,"53.59432, -112.85068",,11/29/2024,,,,,,Subsampled (2024-11-27),,
2369,EINP-2369-fe,,Jonathan Demoor,11/21/2024,Frozen,Warm,,Adult,West Mud Lake,Elk Island National Park,,2/15/2022,"53.59436, -112.85057",,11/29/2024,,,,,,Subsampled (2024-11-27),,
2370,EINP-2370-fe,,Jonathan Demoor,11/21/2024,Frozen,Warm,,Adult?,Elk Island National Park Wood Bison,Elk Island National Park,Wood,5/21/2022,"53.56947, -112.85297",,11/29/2024,,,,,,Subsampled (2024-11-27),,
2379,EINP-2379-fe,,Jonathan Demoor,11/21/2024,Frozen,Warm,,Adult?,Elk Island National Park Wood Bison,Elk Island National Park,Wood,5/21/2022,"53.55875, -112.85161",,11/29/2024,,,,,,Subsampled (2024-11-27),,
2371,EINP-2371-fe,,Jonathan Demoor,11/21/2024,Frozen,Warm,,Adult,Elk Island National Park Plains Bison,Elk Island National Park,Plain,8/2/2022,"53.58443, -112.82080",South hay Meadow,11/29/2024,,,,,,Subsampled (2024-11-27),,
2372,EINP-2372-fe,,Jonathan Demoor,11/21/2024,Frozen,,,Adult,Elk Island National Park Wood Bison,Elk Island National Park,Wood,5/21/2022,"53.57025, -112.82485",Goose Meadow,11/29/2024,,,,,,Subsampled (2024-11-27),,
2373,EINP-2373-fe,,Jonathan Demoor,11/21/2024,Frozen,Warm,,Adult,Elk Island National Park Plains Bison,Elk Island National Park,Plain,5/23/2022,"53.59084, -112.82489",North hay Meadow,11/29/2024,,,,,,Subsampled (2024-11-27),,
2374,EINP-2374-fe,,Jonathan Demoor,11/21/2024,Frozen,Warm,,Adult,Elk Island National Park Plains Bison,Elk Island National Park,Plain,8/12/2022,"53.586863, -112.887194",,11/29/2024,,,,,,Subsampled (2024-11-27),,
2375,EINP-2375-fe,,Jonathan Demoor,11/21/2024,Frozen,Warm,,Adult,Elk Island National Park Plains Bison,Elk Island National Park,Plain,7/30/2022,"53.60591, -112.80884",Soap holes,11/29/2024,,,,,,Subsampled (2024-11-27),,
2376,EINP-2376-fe,,Jonathan Demoor,11/21/2024,Frozen,Warm,,Adult,Elk Island National Park Wood Bison,Elk Island National Park,Wood,8/9/2022,"53.56113, -112.85003","Wood bison Facility, Pasture 9",11/29/2024,,,,,,Subsampled (2024-11-28),,
2377,EINP-2377-fe,,Jonathan Demoor,11/21/2024,Frozen,Warm,,2-4 years?,Elk Island National Park Wood Bison,Elk Island National Park,Wood,5/21/2022,"53.57086, -112.82441",,11/29/2024,,,,,,Subsampled (2024-11-27),,
2378,EINP-2378-fe,,Jonathan Demoor,11/21/2024,Frozen,Warm,,Adult,Elk Island National Park Wood Bison,Elk Island National Park,Wood,8/12/2022,"53.56626, -112.92216","South of Hway 16, east of Rge P 210",11/29/2024,,,,,,Subsampled (2024-11-27),,
2380,EINP-2380-fe,,Jonathan Demoor,11/21/2024,Frozen,Warm,,Adult,Elk Island National Park Wood Bison,Elk Island National Park,Wood,7/31/2022,"53.53692, -112.88556",Bailey Lakes Drainage,11/29/2024,,,,,,Subsampled (2024-11-27),,
2381,EINP-2381-fe,,Jonathan Demoor,11/21/2024,Frozen,Warm,,Adult?,Elk Island National Park Wood Bison,Elk Island National Park,Wood,5/21/2022,"53.56011, -112.85632",,11/29/2024,,,,,,Subsampled (2024-11-27),,
2382,EINP-2382-fe,,Jonathan Demoor,11/21/2024,Frozen,Warm,,Adult,"West Mud Lake,",Elk Island National Park,mix herd,2/15/2022,"53.59442, -112.85058",,11/29/2024,,,,,,Subsampled (2024-11-27),,
2383,EINP-2383-fe,,Jonathan Demoor,11/21/2024,Frozen,Warm,,Adult?,Elk Island National Park Plains Bison,Elk Island National Park,Plain,5/23/2022,"53.68406, -112.87068",,11/29/2024,,,,,,Subsampled (2024-11-27),,
2384,EINP-2384-fe,,Jonathan Demoor,11/21/2024,Frozen,Warm,,Adult,Elk Island National Park Plains Bison,Elk Island National Park,Plain,8/9/2022,"53.64585, -112.90201",Shirley Lake Meadow,11/29/2024,,,,,,Subsampled (2024-11-27),,
2385,EINP-2385-fe,,Jonathan Demoor,11/21/2024,Frozen,Warm,,Adult,Elk Island National Park Wood Bison,Elk Island National Park,Wood,7/30/2022,"53.57270, -112.82918","Goose Meadow, near Hway 16",11/29/2024,,,,,,Subsampled (2024-11-27),,
2386,EINP-2386-fe,,Jonathan Demoor,11/21/2024,Frozen,Warm,,Adult,Elk Island National Park Plains Bison,Elk Island National Park,Plain,7/31/2022,"53.59468, -112.84204",Mud Lake Area,11/29/2024,,,,,,Subsampled (2024-11-27),,
2387,EINP-2387-fe,,Jonathan Demoor,11/21/2024,Frozen,Warm,,Adult,Elk Island National Park Wood Bison,Elk Island National Park,Wood,8/9/2022,"53.56974, -112.85293","Wood Bison Facility, Acces Road",11/29/2024,,,,,,Subsampled (2024-11-27),,
2388,EINP-2388-fe,,Jonathan Demoor,11/21/2024,Frozen,Warm,,Adult,"8 adults bulls, Tawayik Narrows",Elk Island National Park,Plain,6/1/2022,"53.588394, -112.881783",Tawayik narrows,11/29/2024,,,,,,Subsampled (2024-11-27),,
2389,EINP-2389-fe,,Jonathan Demoor,11/21/2024,Frozen,Warm,,Adult,Elk Island National Park Plains Bison,Elk Island National Park,Plain,5/23/2022,"53.58094, -112.81308",South hay Meadow,11/29/2024,,,,,,Subsampled (2024-11-27),,
2390,EINP-2390-fe,,Jonathan Demoor,11/21/2024,Frozen,Cold,,Adult,Elk Island National Park Plains Bison,Elk Island National Park,Plain,10/7/2022,"53.59411, -112.83167",North hay Meadow,12/3/2024,,,,,,Subsampled (2024-11-27),,
1265,BNP-1265-fe,,Dillon Watt/Rob Belanger,12/18/2024,Thawed,Warm,Unknown,Unknown,Banff National Park,Banff National Park,Plain,6/21/2024,"51.66443, -115.83583",,,,,,,,,,
1266,BNP-1266-fe,,Dillon Watt/Rob Belanger,12/18/2024,Thawed,Warm,Unknown,Young adult,Banff National Park,Banff National Park,Plain,11/19/2024,"591912, 5715414 UTM 11N",,,,,,,,,,
1267,BNP-1267-fe,,Dillon Watt/Rob Belanger,12/18/2024,Thawed,Warm,Male,Adult,Banff National Park,Banff National Park,Plain,11/19/2024,"591889, 5715446 UTM 11N",,,,,,,,,,
1268,BNP-1268-fe,,Dillon Watt/Rob Belanger,12/18/2024,Thawed,Warm,Unknown,Adult,Banff National Park,Banff National Park,Plain,11/19/2024,"591889, 5715445 UTM 11N",,,,,,,,,,
1276,BNP-1276-fe,,Dillon Watt/Rob Belanger,12/18/2024,Thawed,Warm,Unknown,Young adult,Banff National Park,Banff National Park,Plain,8/9/2024,"589283, 5728349 UTM 11N",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
